model	nDCG	MAP	MRR	Precision	Recall	F1	HR
NeuMF_seed=42_e=10_bs=256_lr=0$5_mffactors=256_drop=0_batch_eval=256_mftrain=True_mlptrain=True_m=8	0.002229691641989688	0.0004405705968801536	0.0013671978496099099	0.0004815745393634841	0.006251994097471484	0.0008744261474397662	0.009631490787269681
