model	nDCG	MAP	MRR	Precision	Recall	F1	HR
GeneralizedMF_seed=42_e=10_bs=512_lr=0$5_mffactors=256_isedgeweighttrain=True	0.0025684790000390124	0.0006260102607351185	0.0019504097935470483	0.0008222643896268185	0.005507957500367367	0.0013749620960247146	0.008222643896268185
NeuMF_seed=42_e=10_bs=256_lr=0$5_mffactors=256_drop=0_batch_eval=256_mftrain=True_mlptrain=True_m=8	0.001520826189398853	0.0003352726992828195	0.001062886325378419	0.0005692599620493359	0.003616858929951909	0.0009405521739487583	0.0056925996204933585
MultiVAE_seed=42_e=10_bs=256_intermediate_dim=800_latent_dim=400_reg_lambda=0$6_lr=0$6_dropout_pkeep=0$5	0.001520826189398853	0.0003352726992828195	0.001062886325378419	0.0005692599620493359	0.003616858929951909	0.0009405521739487583	0.0056925996204933585
NGCF_seed=42_e=15_bs=512_lr=0$09_factors=64_l_w=0$4_weight_size=64_node_dropout=_message_dropout=0$4_n_fold=5	0.0019728027603369423	0.0007347000927013578	0.0020848602284402407	0.0005481762597512123	0.0031543253030319844	0.0008771655721425619	0.005481762597512123
MultiDAE_seed=42_e=5_bs=1024_intermediate_dim=600_latent_dim=200_reg_lambda=0$6_lr=0$7_dropout_pkeep=0$0	0.012542741312442209	0.004141792917883999	0.01139900404606287	0.0039426523297491035	0.02399393014510029	0.006427491284676944	0.0392156862745098
ConvNeuMF_seed=42_e=10_bs=16_lr=0$05_embedding_size=50_cnn_channels=1-16-16_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$5_l_w=0$08_l_b=0$07	0.002759982920287402	0.0011978805859261265	0.003411627494486444	0.0009276829011174363	0.004664023750045255	0.001429477627087401	0.009065991988193127
ConvMF_seed=42_e=10_bs=32_lr=0$05_embedding_size=100_cnn_channels=1-32-32_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$4_l_w=0$03_l_b=0$04	0.001520826189398853	0.0003352726992828195	0.001062886325378419	0.0005692599620493359	0.003616858929951909	0.0009405521739487583	0.0056925996204933585
EASER_neighborhood=3746_l2_norm=3$72	0.015314622744283064	0.005533551532919022	0.01570016298036538	0.00487033523086654	0.027750943974852893	0.007838487539533041	0.04764916719375922
